1.363 16.6408934708
2.4885 16.4949402024
3.666 14.8186119874
5.276 17.0030737705
6.947 19.8992805755
8.37 20.6593406593
9.516 21.9258373206
11.025 22.603116407
13.4965 23.6979355306
15.5725 23.4579439252
16.9005 24.1739130435
18.0285 27.2452068618
19.262 21.2940379404
20.996 31.8323293173
22.373 23.3070866142
23.428 22.9005934718
24.5965 22.1435793731
25.2675 21.8980169972
26.635 22.0025188917
28.138 22.7564102564
29.095 23.5658914729
30.428 24.6656976744
32.427 26.2929061785
34.3905 27.846743295
35.305 28.7977099237
36.401 29.5683453237
38.105 29.3793103448
39.823 27.6002358491
41.7225 24.6980504042
45.0045 19.8722259583
48.331 16.4552919708
50.1795 15.3621262458
51.968 14.5415057915
55.092 13.7619731801
57.9585 13.6416184971
60.36 14.1589648799
63.0555 15.5198135198
64.623 16.8383838384
66.407 18.8363072149
68.214 21.1583011583
69.9785 23.4817488969
75.384 28.3818225535
