tab 	rmag_anisotropy
er_citation_names	anisotropy_sigma	magic_experiment_names	anisotropy_s6	anisotropy_type	er_site_name	er_sample_name	er_location_name	anisotropy_s5	anisotropy_s4	anisotropy_s3	anisotropy_s2	anisotropy_s1	er_specimen_name	anisotropy_unit	magic_method_codes
This study	0	1.82130:AMS	-0.0039	AMS	unknown	unknown	Unknown	0.0903	0.1069	1.82950	1.81310	1.82130	unknown	SI	LP-X
This study	0	1.82130:AMS	-0.08535	AMS	unknown	unknown	Unknown	0.11195	0.13125	1.99370	1.86260	1.82130	unknown	SI	LP-X
This study	115	1.82170:AMS	-0.05685	AMS	unknown	unknown	Unknown	-0.10255	-0.13535	1.91180	1.94450	1.82170	unknown	SI	LP-X
This study	0	1.82950:AMS	0.02195	AMS	unknown	unknown	Unknown	-0.0724	-0.09905	1.89320	2.00120	1.82950	unknown	SI	LP-X
This study	115	1.82990:AMS	-0.0082	AMS	unknown	unknown	Unknown	0.0328	-0.0534	1.87080	1.87900	1.82990	unknown	SI	LP-X
This study	0	1.83120:AMS	0.066	AMS	unknown	unknown	Unknown	0.02895	0.0806	1.81930	1.81310	1.83120	unknown	SI	LP-X
This study	0	1.83770:AMS	0.0534	AMS	unknown	unknown	Unknown	-0.02475	0.0657	1.82130	1.87080	1.83770	unknown	SI	LP-X
This study	68	1.83810:AMS	-0.0739	AMS	unknown	unknown	Unknown	-0.02905	-0.04115	1.77260	1.78070	1.83810	unknown	SI	LP-X
This study	115	1.83810:AMS	-0.0944	AMS	unknown	unknown	Unknown	-0.02065	-0.08625	1.78890	1.82990	1.83810	unknown	SI	LP-X
This study	115	1.83810:AMS	0.0164	AMS	unknown	unknown	Unknown	0.0573	-0.00415	1.82170	1.82990	1.83810	unknown	SI	LP-X
This study	0	1.83810:AMS	-0.01225	AMS	unknown	unknown	Unknown	0.0205	0.1476	1.96090	1.95270	1.83810	unknown	SI	LP-X
This study	130	1.85450:AMS	-0.11095	AMS	unknown	unknown	Unknown	0.05305	-0.00015	1.78890	1.70660	1.85450	unknown	SI	LP-X
This study	0	1.85450:AMS	0.04175	AMS	unknown	unknown	Unknown	-0.0089	-0.14355	1.74760	2.00190	1.85450	unknown	SI	LP-X
This study	0	1.86180:AMS	-0.09825	AMS	unknown	unknown	Unknown	-0.09395	-0.05475	1.67920	1.71230	1.86180	unknown	SI	LP-X
This study	115	1.86260:AMS	-0.0575	AMS	unknown	unknown	Unknown	-0.04935	-0.0616	1.87900	1.84630	1.86260	unknown	SI	LP-X
This study	130	1.86380:AMS	-0.10685	AMS	unknown	unknown	Unknown	-0.0021	-0.0612	1.79110	1.72130	1.86380	unknown	SI	LP-X
This study	0	1.87000:AMS	0.0096	AMS	unknown	unknown	Unknown	-0.09925	0.01865	1.91930	1.99320	1.87000	unknown	SI	LP-X
This study	115	1.87900:AMS	-0.03705	AMS	unknown	unknown	Unknown	0.0327	0.08185	1.82990	1.77260	1.87900	unknown	SI	LP-X
This study	115	1.88720:AMS	-0.04095	AMS	unknown	unknown	Unknown	-0.03275	-0.123	1.73120	1.86260	1.88720	unknown	SI	LP-X
This study	0	1.89110:AMS	0.1293	AMS	unknown	unknown	Unknown	0.1021	0.0796	1.86260	1.80490	1.89110	unknown	SI	LP-X
This study	0	1.89110:AMS	0.0419	AMS	unknown	unknown	Unknown	0.11825	0.07765	1.85450	1.81930	1.89110	unknown	SI	LP-X
This study	0	1.89150:AMS	0.0354	AMS	unknown	unknown	Unknown	0.05285	0.06795	1.93810	1.85450	1.89150	unknown	SI	LP-X
This study	115	1.89540:AMS	0.09845	AMS	unknown	unknown	Unknown	0.01225	-0.03705	1.75580	1.80530	1.89540	unknown	SI	LP-X
This study	0	1.89540:AMS	0.0205	AMS	unknown	unknown	Unknown	0.02045	0.06965	1.92820	1.87080	1.89540	unknown	SI	LP-X
This study	0	1.89910:AMS	0.0615	AMS	unknown	unknown	Unknown	0.1878	0.1331	1.84930	1.82510	1.89910	unknown	SI	LP-X
This study	0	1.90120:AMS	-0.03985	AMS	unknown	unknown	Unknown	0.04885	-0.01585	1.92130	2.01790	1.90120	unknown	SI	LP-X
This study	0	1.90190:AMS	0.05595	AMS	unknown	unknown	Unknown	-0.0337	0.00655	1.89990	2.01120	1.90190	unknown	SI	LP-X
This study	162	1.90360:AMS	0.0411	AMS	unknown	unknown	Unknown	-0.0616	0.0205	2.06780	2.12510	1.90360	unknown	SI	LP-X
This study	115	1.91180:AMS	-0.0534	AMS	unknown	unknown	Unknown	-0.00405	-0.0698	1.71480	1.78890	1.91180	unknown	SI	LP-X
This study	162	1.91180:AMS	0.1517	AMS	unknown	unknown	Unknown	-0.0204	0.0739	2.01860	1.94450	1.91180	unknown	SI	LP-X
This study	0	1.91180:AMS	-0.02735	AMS	unknown	unknown	Unknown	0.0097	0.02205	1.94450	2.01010	1.91180	unknown	SI	LP-X
This study	162	1.91180:AMS	0.06145	AMS	unknown	unknown	Unknown	-0.03685	0.0368	1.94450	2.01050	1.91180	unknown	SI	LP-X
This study	0	1.91320:AMS	-0.0027	AMS	unknown	unknown	Unknown	0.12835	0.1428	1.85400	1.82170	1.91320	unknown	SI	LP-X
This study	0	1.91320:AMS	0.103	AMS	unknown	unknown	Unknown	0.0195	0.0255	1.72190	1.83210	1.91320	unknown	SI	LP-X
This study	0	1.91930:AMS	-0.01	AMS	unknown	unknown	Unknown	-0.0654	-0.0324	1.96910	2.00190	1.91930	unknown	SI	LP-X
This study	0	1.92000:AMS	0.0248	AMS	unknown	unknown	Unknown	-0.02455	-0.0084	1.96090	2.07600	1.92000	unknown	SI	LP-X
This study	0	1.92370:AMS	0.01735	AMS	unknown	unknown	Unknown	-0.0587	-0.0198	1.91320	2.03910	1.92370	unknown	SI	LP-X
This study	0	1.92810:AMS	0.0144	AMS	unknown	unknown	Unknown	0.06995	0.04905	1.86260	2.01830	1.92810	unknown	SI	LP-X
This study	0	1.93640:AMS	-0.06785	AMS	unknown	unknown	Unknown	0.0397	-0.04385	1.92170	1.91430	1.93640	unknown	SI	LP-X
This study	162	1.93640:AMS	0.0411	AMS	unknown	unknown	Unknown	0.0823	0.0288	1.97730	1.98550	1.93640	unknown	SI	LP-X
This study	0	1.93920:AMS	-0.0016	AMS	unknown	unknown	Unknown	-0.05605	-0.0047	1.81320	1.93120	1.93920	unknown	SI	LP-X
This study	162	1.94450:AMS	0.0082	AMS	unknown	unknown	Unknown	0.1396	0.08645	1.92820	1.95270	1.94450	unknown	SI	LP-X
This study	162	1.94450:AMS	0.04115	AMS	unknown	unknown	Unknown	-0.05345	0.0205	1.93640	2.04320	1.94450	unknown	SI	LP-X
This study	162	1.95270:AMS	0.03705	AMS	unknown	unknown	Unknown	0.0821	0.04525	1.93640	1.91180	1.95270	unknown	SI	LP-X
This study	162	1.95270:AMS	-0.0082	AMS	unknown	unknown	Unknown	0	0.164	1.93640	2.03500	1.95270	unknown	SI	LP-X
This study	0	1.96910:AMS	-0.08415	AMS	unknown	unknown	Unknown	-0.0287	0.02455	1.92820	2.01830	1.96910	unknown	SI	LP-X
This study	0	1.97130:AMS	-0.02155	AMS	unknown	unknown	Unknown	-0.05315	0.0319	1.94450	1.94450	1.97130	unknown	SI	LP-X
This study	162	1.98550:AMS	-0.15175	AMS	unknown	unknown	Unknown	-0.0698	0.02475	2.06780	1.89540	1.98550	unknown	SI	LP-X
This study	162	1.99370:AMS	-0.0369	AMS	unknown	unknown	Unknown	-0.00815	0.0328	2.08420	2.02680	1.99370	unknown	SI	LP-X
This study	162	1.99370:AMS	-0.1435	AMS	unknown	unknown	Unknown	-0.13125	0.0165	2.10050	2.09240	1.99370	unknown	SI	LP-X
This study	162	2.00230:AMS	-0.0576	AMS	unknown	unknown	Unknown	-0.1517	-0.111	1.92820	2.16610	2.00230	unknown	SI	LP-X
This study	0	2.01010:AMS	-0.028	AMS	unknown	unknown	Unknown	0.13555	0.04935	1.96090	1.83900	2.01010	unknown	SI	LP-X
This study	0	2.01010:AMS	-0.1681	AMS	unknown	unknown	Unknown	-0.18055	0.04095	2.10870	2.07600	2.01010	unknown	SI	LP-X
This study	0	2.01030:AMS	-0.1902	AMS	unknown	unknown	Unknown	-0.186	-0.0386	2.17320	2.11690	2.01030	unknown	SI	LP-X
This study	0	2.01040:AMS	-0.07865	AMS	unknown	unknown	Unknown	0.16235	0.0258	1.91930	1.87920	2.01040	unknown	SI	LP-X
This study	0	2.01430:AMS	-0.1179	AMS	unknown	unknown	Unknown	-0.1377	0.0404	1.93640	2.01720	2.01430	unknown	SI	LP-X
This study	162	2.01860:AMS	-0.1355	AMS	unknown	unknown	Unknown	0.0944	0.04115	2.01860	1.98550	2.01860	unknown	SI	LP-X
This study	0	2.05100:AMS	-0.16125	AMS	unknown	unknown	Unknown	-0.0639	-0.0333	2.10390	2.13010	2.05100	unknown	SI	LP-X
This study	0	2.05120:AMS	-0.24725	AMS	unknown	unknown	Unknown	-0.24235	-0.02445	2.19310	2.04280	2.05120	unknown	SI	LP-X
This study	0	2.07600:AMS	-0.048	AMS	unknown	unknown	Unknown	0.0822	-0.06095	1.91320	1.89540	2.07600	unknown	SI	LP-X
This study	162	2.07600:AMS	0.02455	AMS	unknown	unknown	Unknown	-0.15175	-0.12305	2.05960	2.12510	2.07600	unknown	SI	LP-X
This study	0	2.08420:AMS	0.0164	AMS	unknown	unknown	Unknown	-0.10665	0.0698	2.44530	2.22380	2.08420	unknown	SI	LP-X
This study	162	2.09240:AMS	-0.1806	AMS	unknown	unknown	Unknown	0.04115	-0.06145	2.07600	1.98550	2.09240	unknown	SI	LP-X
This study	162	2.09240:AMS	-0.13965	AMS	unknown	unknown	Unknown	-0.13945	-0.1601	2.14970	2.05960	2.09240	unknown	SI	LP-X
This study	162	2.09240:AMS	-0.0287	AMS	unknown	unknown	Unknown	-0.0944	-0.0821	2.05140	2.14150	2.09240	unknown	SI	LP-X
This study	162	2.10050:AMS	-0.02045	AMS	unknown	unknown	Unknown	0.03295	0.06165	1.97730	1.96910	2.10050	unknown	SI	LP-X
This study	162	2.10050:AMS	-0.1928	AMS	unknown	unknown	Unknown	-0.08615	-0.20925	2.12510	2.05140	2.10050	unknown	SI	LP-X
This study	0	2.13310:AMS	0.09015	AMS	unknown	unknown	Unknown	-0.0862	0.10285	2.22380	2.32210	2.13310	unknown	SI	LP-X
This study	0	2.15790:AMS	0.06995	AMS	unknown	unknown	Unknown	0.05345	0.04935	2.08420	2.25650	2.15790	unknown	SI	LP-X
This study	0	2.15790:AMS	-0.07785	AMS	unknown	unknown	Unknown	-0.06145	0.04115	2.33030	2.36300	2.15790	unknown	SI	LP-X
This study	0	2.16610:AMS	-0.0244	AMS	unknown	unknown	Unknown	-0.02865	0.17235	2.31390	2.12510	2.16610	unknown	SI	LP-X
This study	0	2.16650:AMS	-0.0246	AMS	unknown	unknown	Unknown	-0.07815	0.09415	2.30570	2.17460	2.16650	unknown	SI	LP-X
This study	0	2.16650:AMS	0.08185	AMS	unknown	unknown	Unknown	0.07775	0.10645	2.24020	2.19920	2.16650	unknown	SI	LP-X
This study	0	2.20740:AMS	0.03685	AMS	unknown	unknown	Unknown	-0.03685	0.0039	2.27290	2.22380	2.20740	unknown	SI	LP-X
This study	0	2.20740:AMS	0.0616	AMS	unknown	unknown	Unknown	-0.04915	0.0082	2.15790	2.29750	2.20740	unknown	SI	LP-X
This study	0	2.20740:AMS	0.0203	AMS	unknown	unknown	Unknown	-0.0082	-0.04095	2.19920	2.30570	2.20740	unknown	SI	LP-X
This study	162	2.23200:AMS	-0.11485	AMS	unknown	unknown	Unknown	-0.02475	-0.0944	2.03500	2.03500	2.23200	unknown	SI	LP-X
This study	0	2.23200:AMS	0.0082	AMS	unknown	unknown	Unknown	0.0819	-0.0166	2.25650	2.19920	2.23200	unknown	SI	LP-X
This study	0	2.25650:AMS	-0.02045	AMS	unknown	unknown	Unknown	0.04935	0.05345	2.31390	2.14150	2.25650	unknown	SI	LP-X
This study	0	2.25650:AMS	0.04505	AMS	unknown	unknown	Unknown	0.04095	-0.08225	2.24840	2.17460	2.25650	unknown	SI	LP-X
This study	0	2.25650:AMS	-0.03275	AMS	unknown	unknown	Unknown	-0.01225	0.0082	2.34660	2.28930	2.25650	unknown	SI	LP-X
This study	0	2.25650:AMS	-0.11895	AMS	unknown	unknown	Unknown	-0.19695	-0.0532	2.37160	2.36300	2.25650	unknown	SI	LP-X
This study	0	2.28110:AMS	-0.01245	AMS	unknown	unknown	Unknown	0.041	-0.0411	2.27290	2.29750	2.28110	unknown	SI	LP-X
This study	0	2.28930:AMS	0.0164	AMS	unknown	unknown	Unknown	-0.02065	-0.0821	2.20740	2.36300	2.28930	unknown	SI	LP-X
This study	0	2.30570:AMS	-0.0125	AMS	unknown	unknown	Unknown	-0.1069	0.02045	2.39620	2.20740	2.30570	unknown	SI	LP-X
This study	0	2.30570:AMS	-0.0737	AMS	unknown	unknown	Unknown	-0.0696	0.03685	2.37120	2.28930	2.30570	unknown	SI	LP-X
This study	0	2.33030:AMS	-0.0041	AMS	unknown	unknown	Unknown	-0.0286	-0.0328	2.33840	2.28110	2.33030	unknown	SI	LP-X
This study	174	2.47770:AMS	0.03065	AMS	unknown	unknown	Unknown	-0.1148	0.0268	2.65010	2.65170	2.47770	unknown	SI	LP-X
This study	174	2.51040:AMS	0.00395	AMS	unknown	unknown	Unknown	-0.09849	0.03685	2.66640	2.69920	2.51040	unknown	SI	LP-X
This study	174	2.51730:AMS	0.0427	AMS	unknown	unknown	Unknown	0.0269	0.09525	2.61710	2.51720	2.51730	unknown	SI	LP-X
This study	174	2.51730:AMS	0.03115	AMS	unknown	unknown	Unknown	-0.04905	0.03965	2.60180	2.61710	2.51730	unknown	SI	LP-X
This study	174	2.52180:AMS	-0.0228	AMS	unknown	unknown	Unknown	-0.0586	0.02345	2.61720	2.62280	2.52180	unknown	SI	LP-X
This study	174	2.53500:AMS	-0.0123	AMS	unknown	unknown	Unknown	-0.10235	-0.01225	2.60050	2.60050	2.53500	unknown	SI	LP-X
This study	174	2.53520:AMS	0.0198	AMS	unknown	unknown	Unknown	-0.02555	0.0199	2.60870	2.60630	2.53520	unknown	SI	LP-X
This study	174	2.53910:AMS	-0.0628	AMS	unknown	unknown	Unknown	-0.1446	0.15765	2.63620	2.59690	2.53910	unknown	SI	LP-X
This study	174	2.55140:AMS	-0.1466	AMS	unknown	unknown	Unknown	-0.0317	0.05325	2.60670	2.51040	2.55140	unknown	SI	LP-X
This study	174	2.56130:AMS	-0.0726	AMS	unknown	unknown	Unknown	-0.08975	0.01125	2.67130	2.60120	2.56130	unknown	SI	LP-X
This study	174	2.56170:AMS	-0.00285	AMS	unknown	unknown	Unknown	-0.0468	0.09745	2.65190	2.50180	2.56170	unknown	SI	LP-X
This study	174	2.60030:AMS	-0.0495	AMS	unknown	unknown	Unknown	-0.01615	0.00345	2.59790	2.51730	2.60030	unknown	SI	LP-X
This study	174	2.60170:AMS	-0.0199	AMS	unknown	unknown	Unknown	0.06905	0.0167	2.62180	2.64130	2.60170	unknown	SI	LP-X
This study	142	2.64760:AMS	0.2383	AMS	unknown	unknown	Unknown	-0.00075	0.18465	2.61730	2.91170	2.64760	unknown	SI	LP-X
This study	174	2.65010:AMS	-0.14025	AMS	unknown	unknown	Unknown	0.01225	-0.04265	2.54320	2.53500	2.65010	unknown	SI	LP-X
This study	174	2.69190:AMS	-0.0152	AMS	unknown	unknown	Unknown	0.05705	-0.1494	2.50170	2.62170	2.69190	unknown	SI	LP-X
This study	174	2.70180:AMS	-0.04565	AMS	unknown	unknown	Unknown	-0.0302	0.01235	2.61230	2.50180	2.70180	unknown	SI	LP-X
This study	142	2.77330:AMS	0.18855	AMS	unknown	unknown	Unknown	0.29135	0.18545	2.67460	2.74830	2.77330	unknown	SI	LP-X
This study	174	2.78110:AMS	-0.13125	AMS	unknown	unknown	Unknown	-0.02455	-0.03255	2.60050	2.60050	2.78110	unknown	SI	LP-X
This study	174	2.79120:AMS	-0.0575	AMS	unknown	unknown	Unknown	-0.00145	-0.1805	2.49990	2.60130	2.79120	unknown	SI	LP-X
This study	142	2.79780:AMS	0.19105	AMS	unknown	unknown	Unknown	0.25965	0.1795	2.65110	2.71230	2.79780	unknown	SI	LP-X
This study	174	2.80180:AMS	-0.1944	AMS	unknown	unknown	Unknown	-0.0051	-0.2756	2.51720	2.67620	2.80180	unknown	SI	LP-X
This study	142	2.80610:AMS	0.1535	AMS	unknown	unknown	Unknown	0.2111	0.00955	2.61920	2.92120	2.80610	unknown	SI	LP-X
This study	142	2.80990:AMS	0.30245	AMS	unknown	unknown	Unknown	0.17165	0.0838	2.69910	2.79120	2.80990	unknown	SI	LP-X
This study	142	2.81720:AMS	0.05205	AMS	unknown	unknown	Unknown	0.2379	0.1549	2.81720	2.71140	2.81720	unknown	SI	LP-X
This study	142	2.81720:AMS	0.16665	AMS	unknown	unknown	Unknown	0.1558	0.1093	2.90430	3.00300	2.81720	unknown	SI	LP-X
This study	142	2.83060:AMS	0.15175	AMS	unknown	unknown	Unknown	0.26645	0.14765	2.81420	2.74870	2.83060	unknown	SI	LP-X
This study	142	2.85140:AMS	0.0746	AMS	unknown	unknown	Unknown	0.11435	0.1739	2.84130	2.72180	2.85140	unknown	SI	LP-X
This study	142	2.86850:AMS	0.16235	AMS	unknown	unknown	Unknown	0.29645	0.0573	2.63120	2.75180	2.86850	unknown	SI	LP-X
This study	142	2.87160:AMS	0.0097	AMS	unknown	unknown	Unknown	0.10255	0.07385	2.86340	2.73200	2.87160	unknown	SI	LP-X
This study	142	2.87890:AMS	0.1088	AMS	unknown	unknown	Unknown	0.05305	0.0124	2.71110	2.92130	2.87890	unknown	SI	LP-X
This study	142	2.87980:AMS	0.19695	AMS	unknown	unknown	Unknown	0.25445	0.0657	2.69920	2.72380	2.87980	unknown	SI	LP-X
This study	174	2.88800:AMS	-0.16425	AMS	unknown	unknown	Unknown	-0.0902	-0.1849	2.70740	2.66640	2.88800	unknown	SI	LP-X
This study	142	2.89110:AMS	-0.00475	AMS	unknown	unknown	Unknown	0.14275	0.11255	2.85170	2.71130	2.89110	unknown	SI	LP-X
This study	171	2.90430:AMS	0.12695	AMS	unknown	unknown	Unknown	0.0082	0.16405	2.92070	2.93710	2.90430	unknown	SI	LP-X
This study	171	2.90910:AMS	0.11035	AMS	unknown	unknown	Unknown	0.0162	0.23115	2.90930	2.90930	2.90910	unknown	SI	LP-X
This study	142	2.91320:AMS	-0.01115	AMS	unknown	unknown	Unknown	0.0238	-0.0152	2.93750	3.01940	2.91320	unknown	SI	LP-X
This study	171	2.91320:AMS	0.07705	AMS	unknown	unknown	Unknown	-0.03895	0.09115	2.97920	3.04360	2.91320	unknown	SI	LP-X
This study	142	2.93520:AMS	-0.02775	AMS	unknown	unknown	Unknown	0.13125	0.12005	2.78970	2.93710	2.93520	unknown	SI	LP-X
This study	171	2.97630:AMS	0.23115	AMS	unknown	unknown	Unknown	0.0879	-0.00645	2.95640	2.96720	2.97630	unknown	SI	LP-X
This study	171	2.98170:AMS	0.10825	AMS	unknown	unknown	Unknown	0.13915	0.0802	3.01120	2.91250	2.98170	unknown	SI	LP-X
This study	171	2.99190:AMS	-0.01495	AMS	unknown	unknown	Unknown	-0.0518	0.0092	3.00920	3.01710	2.99190	unknown	SI	LP-X
This study	155	3.01120:AMS	0.03275	AMS	unknown	unknown	Unknown	0.00415	0.06165	3.07710	3.13440	3.01120	unknown	SI	LP-X
This study	155	3.01120:AMS	0.02455	AMS	unknown	unknown	Unknown	-0.00835	0.033	3.09350	3.14260	3.01120	unknown	SI	LP-X
This study	142	3.01140:AMS	-0.0371	AMS	unknown	unknown	Unknown	0.23405	0.11905	2.97020	2.92070	3.01140	unknown	SI	LP-X
This study	142	3.01720:AMS	0.04675	AMS	unknown	unknown	Unknown	0.09485	-0.00275	2.91250	2.98120	3.01720	unknown	SI	LP-X
This study	171	3.01730:AMS	-0.09005	AMS	unknown	unknown	Unknown	0.0034	0.1304	3.20120	3.02550	3.01730	unknown	SI	LP-X
This study	155	3.01940:AMS	0.02865	AMS	unknown	unknown	Unknown	0.0327	0.10255	3.08530	3.10170	3.01940	unknown	SI	LP-X
This study	171	3.01990:AMS	0.01645	AMS	unknown	unknown	Unknown	-0.2657	0.06065	2.93920	2.92120	3.01990	unknown	SI	LP-X
This study	171	3.02180:AMS	0.0385	AMS	unknown	unknown	Unknown	0.09745	-0.0048	2.87980	2.99430	3.02180	unknown	SI	LP-X
This study	171	3.02510:AMS	-0.01155	AMS	unknown	unknown	Unknown	-0.05835	0.08385	2.93540	3.01250	3.02510	unknown	SI	LP-X
This study	155	3.02760:AMS	-0.05325	AMS	unknown	unknown	Unknown	-0.03685	0.04935	3.08490	3.06030	3.02760	unknown	SI	LP-X
This study	171	3.03170:AMS	-0.14585	AMS	unknown	unknown	Unknown	-0.0969	0.01	3.13970	2.99440	3.03170	unknown	SI	LP-X
This study	142	3.03580:AMS	0.03205	AMS	unknown	unknown	Unknown	0.03685	-0.00815	2.93750	2.97840	3.03580	unknown	SI	LP-X
This study	155	3.03580:AMS	0.0862	AMS	unknown	unknown	Unknown	0.0618	0.0329	3.05210	3.03580	3.03580	unknown	SI	LP-X
This study	171	3.03990:AMS	0.05635	AMS	unknown	unknown	Unknown	0.15275	-0.01435	2.89830	2.91920	3.03990	unknown	SI	LP-X
This study	171	3.04360:AMS	0.0205	AMS	unknown	unknown	Unknown	-0.0123	0.0534	2.91250	3.05180	3.04360	unknown	SI	LP-X
This study	155	3.06850:AMS	-0.03295	AMS	unknown	unknown	Unknown	0.0041	0.0166	3.07710	3.05210	3.06850	unknown	SI	LP-X
This study	155	3.06850:AMS	0.0207	AMS	unknown	unknown	Unknown	0.0082	0.0698	3.13440	3.08530	3.06850	unknown	SI	LP-X
This study	155	3.07710:AMS	-0.0125	AMS	unknown	unknown	Unknown	-0.05755	0.0123	3.10990	3.11810	3.07710	unknown	SI	LP-X
This study	155	3.08490:AMS	0.04525	AMS	unknown	unknown	Unknown	0.0616	-0.03275	3.00300	3.16720	3.08490	unknown	SI	LP-X
This study	155	3.08490:AMS	-0.0123	AMS	unknown	unknown	Unknown	-0.04095	-0.07805	3.04400	3.18360	3.08490	unknown	SI	LP-X
This study	171	3.09120:AMS	-0.08595	AMS	unknown	unknown	Unknown	-0.08615	-0.09585	2.99930	3.21220	3.09120	unknown	SI	LP-X
This study	155	3.10170:AMS	0.0082	AMS	unknown	unknown	Unknown	0.0698	-0.04955	3.01120	3.11810	3.10170	unknown	SI	LP-X
This study	155	3.10990:AMS	0.02865	AMS	unknown	unknown	Unknown	0.0946	0.0657	3.06850	3.04400	3.10990	unknown	SI	LP-X
This study	155	3.12620:AMS	-0.06175	AMS	unknown	unknown	Unknown	0.04115	-0.0082	3.12620	3.03580	3.12620	unknown	SI	LP-X
This study	155	3.12620:AMS	-0.00405	AMS	unknown	unknown	Unknown	-5e-05	-0.09045	3.03580	3.15080	3.12620	unknown	SI	LP-X
This study	171	3.12730:AMS	-0.01795	AMS	unknown	unknown	Unknown	-0.04635	-0.1101	2.99170	3.21130	3.12730	unknown	SI	LP-X
This study	155	3.13440:AMS	-0.04545	AMS	unknown	unknown	Unknown	0.01225	0.0041	3.11810	3.02760	3.13440	unknown	SI	LP-X
This study	155	3.13440:AMS	-0.0655	AMS	unknown	unknown	Unknown	-0.0166	-0.04115	3.16720	3.10170	3.13440	unknown	SI	LP-X
This study	155	3.13440:AMS	-0.05745	AMS	unknown	unknown	Unknown	-0.00405	-0.0452	3.12620	3.13440	3.13440	unknown	SI	LP-X
This study	171	3.15860:AMS	-0.18895	AMS	unknown	unknown	Unknown	-0.2299	-0.11505	3.14220	3.19960	3.15860	unknown	SI	LP-X
This study	155	3.15900:AMS	0.02455	AMS	unknown	unknown	Unknown	-0.01225	0.0207	3.04400	3.05210	3.15900	unknown	SI	LP-X
This study	155	3.15900:AMS	-0.00415	AMS	unknown	unknown	Unknown	0.03275	0.00415	3.10990	3.12620	3.15900	unknown	SI	LP-X
This study	171	3.17270:AMS	-0.01975	AMS	unknown	unknown	Unknown	-0.0839	-0.05025	2.98920	3.01780	3.17270	unknown	SI	LP-X
This study	142	3.17500:AMS	-0.1224	AMS	unknown	unknown	Unknown	-0.02455	0.02945	2.69100	2.90430	3.17500	unknown	SI	LP-X
This study	171	3.17660:AMS	-0.19575	AMS	unknown	unknown	Unknown	-0.14225	-0.12785	3.12180	3.11120	3.17660	unknown	SI	LP-X
This study	171	3.18670:AMS	-0.0344	AMS	unknown	unknown	Unknown	-0.00325	0.08645	3.16170	2.96470	3.18670	unknown	SI	LP-X
This study	155	3.22450:AMS	-0.045	AMS	unknown	unknown	Unknown	-0.033	-0.1312	3.01940	3.17540	3.22450	unknown	SI	LP-X
This study	171	3.26510:AMS	-0.0125	AMS	unknown	unknown	Unknown	0.1147	-0.0532	2.92890	3.14220	3.26510	unknown	SI	LP-X
