 1  4.26421022  0.  4.26421022  488.592957  27982.9434
 3  38.3467369  0.  38.3467369  1463.39856  27846.6133
 5  106.345718  0.  106.345718  2431.07446  27574.6172
 7  207.929932  0.  207.929932  3386.90649  27168.2812
 9  342.604431  0.  342.604431  4326.23828  26629.582
 11  509.713043  0.  509.713043  5244.49219  25961.1484
 13  708.441589  0.  708.441589  6137.1958  25166.2324
 15  937.822205  0.  937.822205  7000.  24248.7109
 17  1196.73682  0.  1196.73682  7828.7002  23213.0527
 19  1483.92456  0.  1483.92456  8619.26074  22064.3008
 21  1797.98608  0.  1797.98608  9367.8291  20808.0547
 23  2137.39136  0.  2137.39136  10070.7568  19450.4355
 25  2500.48682  0.  2500.48682  10724.6221  17998.0527
 27  2885.50317  0.  2885.50317  11326.2373  16457.9883
 29  3290.56494  0.  3290.56494  11872.6729  14837.7393
 31  3713.69897  0.  3713.69897  12361.2656  13145.2051
 33  4152.84375  0.  4152.84375  12789.6367  11388.625
 35  4605.85938  0.  4605.85938  13155.6963  9576.56445
 37  5070.53809  0.  5070.53809  13457.6641  7717.84717
 39  5544.61768  0.  5544.61768  13694.0664  5821.52637
 41  6025.78857  0.  6025.78857  13863.7529  3896.84692
 43  6511.70508  0.  6511.70508  13965.8965  1953.18237
 45  6999.99951  0.  6999.99951  14000. -.00122391887
 47  7488.29541  0.  7488.29541  13965.8965 -1953.1814
 49  7974.21143  0.  7974.21143  13863.7529 -3896.84595
 51  8455.38086  0.  8455.38086  13694.0664 -5821.52539
 53  8929.46289  0.  8929.46289  13457.6641 -7717.84619
 55  9394.14062  0.  9394.14062  13155.6973 -9576.56348
 57  9847.15625  0.  9847.15625  12789.6367 -11388.624
 59  10286.3008  0.  10286.3008  12361.2666 -13145.2041
 61  10709.4346  0.  10709.4346  11872.6729 -14837.7422
 63  11114.4971  0.  11114.4971  11326.2383 -16457.9863
 65  11499.5137  0.  11499.5137  10724.6221 -17998.0527
 67  11862.6074  0.  11862.6074  10070.7588 -19450.4316
 69  12202.0137  0.  12202.0137  9367.8291 -20808.0547
 71  12516.0752  0.  12516.0752  8619.26074 -22064.3008
 73  12803.2617  0.  12803.2617  7828.70215 -23213.0508
 75  13062.1777  0.  13062.1777  7000.00049 -24248.7109
 77  13291.5586  0.  13291.5586  6137.1958 -25166.2344
 79  13490.2861  0.  13490.2861  5244.49365 -25961.1465
 81  13657.3965  0.  13657.3965  4326.23828 -26629.582
 83  13792.0693  0.  13792.0693  3386.90601 -27168.2812
 85  13893.6553  0.  13893.6553  2431.07617 -27574.6172
 87  13961.6533  0.  13961.6533  1463.39893 -27846.6133
 89  13995.7363  0.  13995.7363  488.592285 -27982.9434
 91  13995.7363  0.  13995.7363 -488.5914 -27982.9434
 93  13961.6533  0.  13961.6533 -1463.39807 -27846.6133
 95  13893.6553  0.  13893.6553 -2431.0752 -27574.6172
 97  13792.0693  0.  13792.0693 -3386.90503 -27168.2812
 99  13657.3965  0.  13657.3965 -4326.23779 -26629.582
 101  13490.2861  0.  13490.2861 -5244.49316 -25961.1465
 103  13291.5586  0.  13291.5586 -6137.19482 -25166.2344
 105  13062.1777  0.  13062.1777 -7000. -24248.7109
 107  12803.2617  0.  12803.2617 -7828.70117 -23213.0508
 109  12516.0762  0.  12516.0762 -8619.25977 -22064.3027
 111  12202.0146  0.  12202.0146 -9367.82812 -20808.0547
 113  11862.6084  0.  11862.6084 -10070.7578 -19450.4336
 115  11499.5117  0.  11499.5117 -10724.624 -17998.0508
 117  11114.498  0.  11114.498 -11326.2363 -16457.9922
 119  10709.4346  0.  10709.4346 -11872.6719 -14837.7432
 121  10286.3008  0.  10286.3008 -12361.2656 -13145.2061
 123  9847.15625  0.  9847.15625 -12789.6367 -11388.626
 125  9394.14062  0.  9394.14062 -13155.6973 -9576.56152
 127  8929.46094  0.  8929.46094 -13457.6641 -7717.8418
 129  8455.38379  0.  8455.38379 -13694.0654 -5821.53369
 131  7974.21191  0.  7974.21191 -13863.7529 -3896.85107
 133  7488.29541  0.  7488.29541 -13965.8965 -1953.18323
 135  6999.99951  0.  6999.99951 -14000.  .000333896664
 137  6511.70361  0.  6511.70361 -13965.8965  1953.18384
 139  6025.78711  0.  6025.78711 -13863.7529  3896.85156
 141  5544.62012  0.  5544.62012 -13694.0674  5821.52148
 143  5070.54004  0.  5070.54004 -13457.6641  7717.84229
 145  4605.85938  0.  4605.85938 -13155.6973  9576.5625
 147  4152.84375  0.  4152.84375 -12789.6367  11388.627
 149  3713.69824  0.  3713.69824 -12361.2656  13145.2061
 151  3290.56421  0.  3290.56421 -11872.6719  14837.7441
 153  2885.50439  0.  2885.50439 -11326.2393  16457.9824
 155  2500.48755  0.  2500.48755 -10724.623  17998.0508
 157  2137.3916  0.  2137.3916 -10070.7578  19450.4336
 159  1797.98596  0.  1797.98596 -9367.82812  20808.0566
 161  1483.92432  0.  1483.92432 -8619.25977  22064.3027
 163  1196.73816  0.  1196.73816 -7828.7041  23213.0469
 165  937.822815  0.  937.822815 -7000.00244  24248.709
 167  708.442078  0.  708.442078 -6137.19775  25166.2324
 169  509.713104  0.  509.713104 -5244.49268  25961.1484
 171  342.604309  0.  342.604309 -4326.2373  26629.582
 173  207.929703  0.  207.929703 -3386.90479  27168.2812
 175  106.346062  0.  106.346062 -2431.07812  27574.6152
 177  38.3468704  0.  38.3468704 -1463.40112  27846.6133
 179  4.26423597  0.  4.26423597 -488.594421  27982.9434
 181  4.26420498  0.  4.26420498  488.592621  27982.9434
 183  38.3467751  0.  38.3467751  1463.39929  27846.6133
 185  106.345901  0.  106.345901  2431.07642  27574.6172
 187  207.929474  0.  207.929474  3386.90308  27168.2812
