 1  4.26421022 -1726.41565 -1722.15149 -1178.58728  29709.3594
 3  38.3467369 -1783.54773 -1745.20105 -142.515121  29630.1602
 5  106.345718 -1838.50684 -1732.16113  888.383911  29413.123
 7  207.929932 -1891.22595 -1683.29602  1909.31885  29059.5059
 9  342.604431 -1941.64099 -1599.03662  2915.55322  28571.2227
 11  509.713043 -1989.69031 -1479.97729  3902.4292  27950.8379
 13  708.441589 -2035.31555 -1326.87402  4865.38965  27201.5488
 15  937.822205 -2078.46118 -1140.63892  5800.  26327.1719
 17  1196.73682 -2119.07446 -922.337646  6701.96826  25332.127
 19  1483.92456 -2157.10596 -673.181396  7567.16992  24221.4062
 21  1797.98608 -2192.50928 -394.523193  8391.66016  23000.5645
 23  2137.39136 -2225.24146 -87.8500977  9171.70117  21675.6758
 25  2500.48682 -2255.26245  245.224365  9903.77344  20253.3164
 27  2885.50317 -2282.53589  602.967285  10584.5967  18740.5234
 29  3290.56494 -2307.02832  983.536621  11211.1436  17144.7676
 31  3713.69897 -2328.70996  1384.98901  11780.6533  15473.915
 33  4152.84375 -2347.55444  1805.28931  12290.6484  13736.1797
 35  4605.85938 -2363.53882  2242.32056  12738.9414  11940.1025
 37  5070.53809 -2376.64355  2693.89453  13123.6484  10094.4912
 39  5544.61768 -2386.85278  3157.76489  13443.1982  8208.37891
 41  6025.78857 -2394.15405  3631.63452  13696.3369  6291.00098
 43  6511.70508 -2398.53833  4113.16699  13882.1377  4351.7207
 45  6999.99951 -2400.00024  4599.99902  14000.  2399.99902
 47  7488.29541 -2398.53833  5089.75684  14049.6553  445.356812
 49  7974.21143 -2394.15405  5580.05762  14031.1689 -1502.69202
 51  8455.38086 -2386.85278  6068.52832  13944.9346 -3434.67261
 53  8929.46289 -2376.64355  6552.81934  13791.6787 -5341.20264
 55  9394.14062 -2363.53882  7030.60156  13572.4521 -7213.02441
 57  9847.15625 -2347.55444  7499.60156  13288.625 -9041.07031
 59  10286.3008 -2328.70996  7957.59082  12941.8789 -10816.4941
 61  10709.4346 -2307.02832  8402.40625  12534.2021 -12530.7139
 63  11114.4971 -2282.53589  8831.96094  12067.8789 -14175.4502
 65  11499.5137 -2255.26245  9244.25098  11545.4707 -15742.791
 67  11862.6074 -2225.24146  9637.36621  10969.8145 -17225.1895
 69  12202.0137 -2192.50928  10009.5039  10343.9971 -18615.5449
 71  12516.0752 -2157.10596  10358.9688  9671.35156 -19907.1953
