20.00 2.3 255.7 -3.1
100.00 1.89875 253.9 -3.8
150.00 1.56916 252.8 -6.1
200.00 1.33271 255.4 -7.4
250.00 1.12492 251.5 -6.9
300.00 0.881309 249.4 -9.1
350.00 0.662055 249.5 -9.6
400.00 0.472181 243.8 -11.8
450.10 0.305233 240.7 -17.5
500.00 0.13757 221.7 -34.9
550.00 0.0960123 208.1 -48.3
600.00 0.064486 197.6 -54.9
650.00 0.0268691 198.9 -56.8
