tab 	pmag_results
vgp_lon	vgp_lat
66.9	81.6
88.2	81.6
57.9	84.5
74.6	82.2
36.8	86.3
35.3	84.6
82.9	76.8
39.3	88.1
27.0	77.2
87.0	86.6
280.2	83.5
53.4	81.5
29.3	78.3
35.3	69.7
47.4	87.4
341.3	82.0
62.8	77.8
30.6	81.7
68.4	84.6
148.6	80.8
59.8	82.3
93.4	83.0
58.7	83.8
22.2	81.6
136.8	85.6
51.5	77.0
104.7	80.7
40.0	75.1
115.8	79.1
107.7	83.8
19.4	87.5
65.9	79.3
75.3	78.2
58.1	77.6
149.7	79.8
