0.057	-0.496
0.143	-0.612
0.282	-0.185
0.324	-0.245
0.159	-0.334
0.142	-0.360
0.107	-0.214
0.172	-0.398
0.164	-0.437
0.214	-0.394
0.270	-0.369
0.333	-0.356
0.401	-0.327
0.228	-0.475
0.304	-0.441
0.338	-0.454
0.359	-0.480
-0.027	-0.396
0.104	-0.143
0.054	-0.332
0.079	-0.298
0.105	-0.268
0.118	-0.294
0.101	-0.337
0.110	-0.332
0.072	-0.375
0.068	-0.436
0.259	-0.268
0.208	-0.316
0.200	-0.363
0.208	-0.354
0.225	-0.359
0.276	-0.333
0.234	-0.410
0.255	-0.393
0.281	-0.385
0.307	-0.385
0.354	-0.394
0.401	-0.398
0.327	-0.290
0.344	-0.290
0.379	-0.286
0.308	-0.488
