tab 	pmag_results
vgp_lon	vgp_lat
226.5	51.6
221.9	47.6
219.0	52.0
227.1	45.8
226.4	46.2
219.7	38.7
227.3	47.0
214.2	32.0
216.5	40.4
215.8	39.6
222.0	41.1
214.2	39.2
220.5	37.0
219.8	36.2
221.9	38.7
225.0	47.1
223.2	49.5
222.8	43.1
225.1	35.8
218.9	37.9
224.3	36.2
213.5	38.4
220.4	40.7
216.7	36.7
223.6	35.3
