24.902927 0.984092
50.742218 0.970419
73.995354 0.956766
101.116577 0.936342
124.358574 0.915947
150.192291 0.898904
177.313522 0.878481
200.555511 0.858086
226.372498 0.830930
252.183945 0.800404
276.718994 0.779999
301.248474 0.756224
327.059906 0.725698
351.572693 0.691811
376.091064 0.661294
403.189941 0.627387
426.387360 0.580026
440.577820 0.559698
452.176514 0.536017
465.057129 0.505586
476.661377 0.485276
489.530884 0.448103
501.124023 0.421051
511.424042 0.394010
520.431030 0.366977
530.714355 0.329823
540.997681 0.292669
551.247559 0.235290
555.076599 0.204925
560.176514 0.161067
565.254028 0.103727
570.331604 0.046386
574.149536 0.009279
