0.0433736 0.984092
0.088378 0.970419
0.128878 0.956766
0.176115 0.936342
0.216596 0.915947
0.26159 0.898904
0.308828 0.878481
0.349308 0.858086
0.394274 0.830930
0.43923 0.800404
0.481963 0.779999
0.524686 0.756224
0.569642 0.725698
0.612336 0.691811
0.65504 0.661294
0.702238 0.627387
0.742641 0.580026
0.767357 0.559698
0.787558 0.536017
0.809993 0.505586
0.830204 0.485276
0.852618 0.448103
0.872811 0.421051
0.89075 0.394010
0.906438 0.366977
0.924348 0.329823
0.942259 0.292669
0.960111 0.235290
0.96678 0.204925
0.975663 0.161067
0.984506 0.103727
0.993354 0.046386
1 0.009279
