1.701	2.505
1.698	2.477
1.814	2.477
1.93	2.477
2.046	2.478
2.161	2.478
2.277	2.478
2.393	2.478
2.509	2.478
2.625	2.478
2.741	2.478
2.857	2.478
2.973	2.478
3.089	2.478
3.205	2.478
3.321	2.478
3.437	2.478
3.553	2.478
3.669	2.478
3.665	2.450
3.664	2.436
3.78	2.436
3.778	2.422
3.894	2.423
3.892	2.409
4.008	2.409
4.124	2.409
4.24	2.409
4.356	2.409
4.472	2.409
4.588	2.409
4.586	2.395
4.702	2.395
4.818	2.395
4.816	2.381
4.932	2.381
4.930	2.367
4.929	2.353
5.045	2.353
5.043	2.339
5.159	2.339
5.157	2.326
5.273	2.326
5.27	2.298
5.268	2.284
5.384	2.284
5.5	2.284
5.496	2.256
5.612	2.256
5.611	2.242
5.727	2.242
5.843	2.242
5.958	2.242
6.074	2.242
6.190	2.242
6.306	2.242
6.422	2.242
6.538	2.243
6.536	2.229
6.652	2.229
6.651	2.215
6.649	2.201
6.765	2.201
6.881	2.201
6.997	2.201
6.995	2.187
7.111	2.187
7.227	2.187
7.343	2.187
7.341	2.173
7.457	2.173
7.573	2.173
7.57	2.145
7.568	2.132
7.684	2.132
7.682	2.118
7.798	2.118
7.796	2.104
7.912	2.104
7.909	2.076
8.025	2.076
8.023	2.062
8.139	2.062
8.136	2.034
8.252	2.034
8.248	2.007
8.364	2.007
8.362	1.993
8.361	1.979
8.477	1.979
8.593	1.979
8.589	1.951
8.705	1.951
8.703	1.937
8.819	1.937
8.818	1.923
8.934	1.923
8.930	1.895
9.046	1.896
9.044	1.882
9.160	1.882
9.159	1.868
9.274	1.868
9.273	1.854
9.389	1.854
9.505	1.854
9.503	1.840
9.619	1.840
9.617	1.826
9.733	1.826
9.731	1.812
9.847	1.812
9.846	1.798
9.962	1.798
9.96	1.785
10.08	1.785
10.07	1.771
10.19	1.771
10.19	1.757
10.19	1.743
10.30	1.743
10.30	1.729
10.42	1.729
10.42	1.715
10.53	1.715
10.53	1.701
10.65	1.701
10.76	1.701
10.88	1.701
10.99	1.701
11.11	1.701
11.22	1.701
11.22	1.688
11.34	1.688
11.46	1.688
11.45	1.674
11.45	1.66
11.57	1.66
11.68	1.66
11.68	1.646
11.8	1.646
11.8	1.632
11.79	1.618
11.91	1.618
11.91	1.604
12.02	1.604
12.14	1.604
12.14	1.577
12.25	1.577
12.37	1.577
12.37	1.563
12.48	1.563
12.48	1.549
12.48	1.535
12.6	1.535
12.71	1.535
12.71	1.521
12.83	1.521
12.82	1.507
12.82	1.493
12.94	1.493
13.05	1.493
13.05	1.479
13.17	1.48
13.28	1.48
13.28	1.466
13.28	1.452
13.4	1.452
13.51	1.452
13.51	1.424
13.51	1.410
13.62	1.410
13.74	1.410
13.74	1.382
13.85	1.382
13.85	1.368
13.97	1.368
13.96	1.355
14.08	1.355
14.08	1.341
14.08	1.327
14.19	1.327
14.31	1.327
14.31	1.313
14.42	1.313
14.54	1.313
14.54	1.299
14.65	1.299
14.65	1.285
14.77	1.285
14.88	1.285
14.88	1.271
15	1.271
15.11	1.271
15.23	1.272
15.23	1.258
15.23	1.244
15.34	1.244
15.34	1.23
15.46	1.23
15.57	1.23
15.57	1.202
15.68	1.202
15.80	1.202
15.92	1.202
16.03	1.202
16.15	1.202
16.15	1.188
16.26	1.188
16.38	1.188
16.49	1.188
16.61	1.189
16.61	1.175
16.72	1.175
16.72	1.161
16.84	1.161
16.84	1.147
16.95	1.147
16.95	1.133
17.07	1.133
17.07	1.119
17.18	1.119
17.18	1.105
17.3	1.105
17.41	1.105
17.53	1.105
17.52	1.078
17.64	1.078
17.64	1.064
17.75	1.064
17.87	1.064
17.87	1.05
17.98	1.05
18.10	1.05
18.1	1.036
18.22	1.036
18.33	1.036
18.45	1.036
18.56	1.036
18.68	1.036
18.79	1.036
18.91	1.036
19.03	1.036
19.02	1.022
19.14	1.022
19.26	1.022
19.37	1.023
19.49	1.023
19.60	1.023
19.72	1.023
19.84	1.023
19.95	1.023
19.95	1.009
20.07	1.009
20.18	1.009
20.3	1.009
20.41	1.009
20.53	1.009
20.65	1.009
20.76	1.009
20.88	1.009
20.88	0.9952
20.99	0.9952
21.11	0.9953
21.22	0.9953
21.22	0.9814
21.34	0.9814
21.45	0.9815
21.57	0.9815
21.57	0.9676
21.68	0.9677
21.68	0.9537
21.8	0.9538
21.92	0.9538
22.03	0.9539
22.15	0.9539
22.26	0.9539
22.26	0.9400
22.38	0.9401
22.49	0.9401
22.49	0.9262
22.61	0.9262
22.61	0.9123
22.72	0.9124
22.84	0.9124
22.84	0.8985
22.95	0.8985
22.95	0.8846
23.07	0.8846
23.18	0.8847
23.18	0.8708
23.3	0.8708
23.29	0.8569
23.41	0.8569
23.53	0.857
23.64	0.8570
23.64	0.8292
23.75	0.8292
23.87	0.8293
23.87	0.8154
23.98	0.8154
24.10	0.8154
24.1	0.8015
24.22	0.8016
24.21	0.7876
24.33	0.7877
24.33	0.7738
24.44	0.7738
24.56	0.7738
24.56	0.7599
24.67	0.76
24.67	0.7461
24.79	0.7461
24.90	0.7461
24.90	0.7322
25.02	0.7323
25.13	0.7323
25.13	0.7184
25.25	0.7184
25.25	0.7045
25.36	0.7046
25.48	0.7046
25.48	0.6907
25.59	0.6907
25.59	0.6768
25.71	0.6768
25.71	0.6629
25.82	0.663
25.94	0.6630
25.94	0.6491
26.05	0.6491
26.05	0.6352
26.17	0.6353
26.28	0.6353
26.28	0.6214
26.4	0.6214
26.39	0.6075
26.51	0.6076
26.63	0.6076
26.62	0.5798
26.74	0.5798
26.74	0.5659
26.85	0.5659
26.97	0.566
26.97	0.5521
27.08	0.5521
27.08	0.5382
27.2	0.5382
27.31	0.5383
27.31	0.5243
27.43	0.5244
27.54	0.5244
27.54	0.5105
27.66	0.5105
27.77	0.5106
27.89	0.5106
28.01	0.5107
28.00	0.4968
28.12	0.4968
28.24	0.4968
28.35	0.4969
28.47	0.4969
28.58	0.497
28.58	0.4830
28.7	0.4831
28.81	0.4831
28.81	0.4692
28.93	0.4692
28.93	0.4553
29.04	0.4554
29.16	0.4554
29.16	0.4415
29.27	0.4415
29.39	0.4416
29.50	0.4416
29.50	0.4277
29.62	0.4277
29.62	0.4138
29.73	0.4139
29.85	0.4139
29.96	0.4139
29.96	0.4000
30.08	0.4001
30.08	0.3862
30.19	0.3862
30.19	0.3723
30.31	0.3723
30.42	0.3724
30.42	0.3584
30.54	0.3585
30.65	0.3585
30.77	0.3586
30.77	0.3447
30.88	0.3447
30.88	0.3308
31	0.3308
31.11	0.3309
31.23	0.3309
31.35	0.3309
31.46	0.331
31.58	0.3310
31.69	0.3311
31.81	0.3311
31.93	0.3311
32.04	0.3312
32.16	0.3312
32.27	0.3313
32.39	0.3313
32.50	0.3313
32.50	0.3174
32.62	0.3175
32.73	0.3175
32.85	0.3176
32.97	0.3176
33.08	0.3176
33.2	0.3177
33.31	0.3177
33.43	0.3178
33.55	0.3178
33.66	0.3178
33.78	0.3179
33.78	0.304
33.89	0.304
34.01	0.3040
34.12	0.3041
34.12	0.2902
34.24	0.2902
34.35	0.2902
34.47	0.2903
34.59	0.2903
34.70	0.2904
34.82	0.2904
34.93	0.2904
35.05	0.2905
35.17	0.2905
35.16	0.2766
35.28	0.2767
35.4	0.2767
35.39	0.2628
35.51	0.2628
35.63	0.2629
35.62	0.2489
35.74	0.249
35.74	0.2351
35.86	0.2351
35.97	0.2351
35.97	0.2212
36.09	0.2213
36.08	0.2074
36.2	0.2074
36.32	0.2074
36.43	0.2075
36.43	0.1936
36.55	0.1936
36.66	0.1936
36.66	0.1797
36.78	0.1798
36.89	0.1798
36.89	0.1659
37.01	0.1659
37.12	0.166
37.12	0.1521
37.24	0.1521
37.35	0.1521
37.47	0.1522
37.58	0.1522
37.7	0.1523
37.7	0.1383
37.81	0.1384
37.93	0.1384
37.93	0.1245
38.04	0.1246
38.16	0.1246
38.16	0.1107
38.27	0.1107
38.27	0.09680
38.27	0.08289
38.39	0.08293
38.50	0.08297
38.50	0.06905
38.62	0.06909
38.62	0.05518
38.73	0.05522
38.85	0.05526
38.85	0.04134
38.96	0.04138
39.08	0.04142
39.19	0.04146
39.19	0.02755
39.31	0.02759
39.42	0.02763
39.54	0.02767
39.54	0.01375
39.65	0.01379
39.77	0.01383
39.89	0.01387
39.88	-4.033e-05
40	0
40.12	4.033e-05
40.23	8.067e-05
40.35	0.0001210
40.46	0.0001613
40.58	0.0002017
40.7	0.0002420
40.81	0.0002823
40.93	0.0003227
41.04	0.0003630
41.16	0.0004033
41.28	0.0004437
41.39	0.0004840
41.51	0.0005243
41.62	0.0005647
41.74	0.0006050
41.86	0.0006453
41.97	0.0006857
42.09	0.0007260
42.20	0.0007663
42.32	0.0008067
42.43	0.0008470
42.55	0.0008873
42.67	0.0009277
42.78	0.0009680
42.9	0.001008
43.01	0.001049
43.13	0.001089
43.25	0.001129
43.36	0.00117
43.48	0.001210
43.59	0.001250
43.71	0.001291
43.83	0.001331
43.94	0.001371
44.06	0.001412
44.17	0.001452
44.29	0.001492
44.41	0.001533
44.52	0.001573
44.64	0.001613
44.75	0.001654
44.87	0.001694
44.99	0.001734
45.10	0.001775
45.22	0.001815
45.33	0.001855
45.45	0.001896
45.57	0.001936
45.68	0.001976
45.8	0.002017
45.91	0.002057
46.03	0.002097
46.15	0.002138
46.26	0.002178
46.38	0.002218
46.49	0.002259
46.61	0.002299
46.72	0.002339
46.84	0.00238
46.96	0.002420
47.07	0.002460
47.19	0.002501
47.30	0.002541
47.42	0.002581
47.54	0.002622
47.65	0.002662
47.77	0.002702
47.88	0.002743
48.00	0.002783
48.12	0.002823
48.23	0.002864
48.35	0.002904
48.46	0.002944
48.58	0.002985
48.7	0.003025
48.81	0.003065
48.93	0.003106
49.04	0.003146
49.16	0.003186
49.28	0.003227
49.39	0.003267
49.51	0.003307
49.62	0.003348
49.74	0.003388
49.86	0.003428
49.97	0.003469
50.09	0.003509
50.20	0.003549
50.32	0.00359
50.44	0.003630
50.55	0.003670
50.67	0.003711
50.78	0.003751
50.9	0.003791
51.01	0.003832
51.13	0.003872
51.25	0.003912
51.36	0.003953
51.48	0.003993
51.59	0.004033
51.71	0.004074
51.83	0.004114
51.94	0.004154
52.06	0.004195
52.17	0.004235
52.29	0.004275
52.41	0.004316
52.52	0.004356
52.64	0.004396
52.75	0.004437
52.87	0.004477
52.99	0.004517
53.10	0.004558
53.22	0.004598
53.33	0.004638
53.45	0.004679
53.57	0.004719
53.68	0.004759
53.8	0.0048
53.91	0.004840
54.03	0.004880
54.15	0.004921
54.26	0.004961
54.38	0.005001
54.49	0.005042
54.61	0.005082
54.73	0.005122
54.84	0.005163
54.96	0.005203
55.07	0.005243
