tab 	magic_measurements
measurement_temp	er_citation_names	magic_software_packages	measurement_number	measurement_standard	er_site_name	er_sample_name	treatment_temp	magic_instrument_codes	er_location_name	measurement_magn_moment	measurement_flag	magic_experiment_name	measurement_lab_field_dc	er_specimen_name	treatment_dc_field	magic_method_codes	er_scientist_mail_names
273	This study	pmagpy-1.51b	145	u		TC04-15-03	273	SIO-Maud	unknown	-5.842e-07	g	TC04-15-03F:LP-HYS	-7.504e-02	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	146	u		TC04-15-03	273	SIO-Maud	unknown	-6.105e-07	g	TC04-15-03F:LP-HYS	-7.907e-02	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	147	u		TC04-15-03	273	SIO-Maud	unknown	-6.307e-07	g	TC04-15-03F:LP-HYS	-8.306e-02	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	148	u		TC04-15-03	273	SIO-Maud	unknown	-6.463e-07	g	TC04-15-03F:LP-HYS	-8.705e-02	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	149	u		TC04-15-03	273	SIO-Maud	unknown	-6.586e-07	g	TC04-15-03F:LP-HYS	-9.106e-02	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	150	u		TC04-15-03	273	SIO-Maud	unknown	-6.687e-07	g	TC04-15-03F:LP-HYS	-9.507e-02	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	151	u		TC04-15-03	273	SIO-Maud	unknown	-6.773e-07	g	TC04-15-03F:LP-HYS	-9.906e-02	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	152	u		TC04-15-03	273	SIO-Maud	unknown	-6.849e-07	g	TC04-15-03F:LP-HYS	-1.031e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	153	u		TC04-15-03	273	SIO-Maud	unknown	-6.917e-07	g	TC04-15-03F:LP-HYS	-1.071e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	154	u		TC04-15-03	273	SIO-Maud	unknown	-6.979e-07	g	TC04-15-03F:LP-HYS	-1.111e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	155	u		TC04-15-03	273	SIO-Maud	unknown	-7.036e-07	g	TC04-15-03F:LP-HYS	-1.151e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	156	u		TC04-15-03	273	SIO-Maud	unknown	-7.089e-07	g	TC04-15-03F:LP-HYS	-1.191e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	157	u		TC04-15-03	273	SIO-Maud	unknown	-7.140e-07	g	TC04-15-03F:LP-HYS	-1.231e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	158	u		TC04-15-03	273	SIO-Maud	unknown	-7.188e-07	g	TC04-15-03F:LP-HYS	-1.271e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	159	u		TC04-15-03	273	SIO-Maud	unknown	-7.233e-07	g	TC04-15-03F:LP-HYS	-1.311e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	160	u		TC04-15-03	273	SIO-Maud	unknown	-7.273e-07	g	TC04-15-03F:LP-HYS	-1.351e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	161	u		TC04-15-03	273	SIO-Maud	unknown	-7.314e-07	g	TC04-15-03F:LP-HYS	-1.391e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	162	u		TC04-15-03	273	SIO-Maud	unknown	-7.353e-07	g	TC04-15-03F:LP-HYS	-1.431e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	163	u		TC04-15-03	273	SIO-Maud	unknown	-7.388e-07	g	TC04-15-03F:LP-HYS	-1.471e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	164	u		TC04-15-03	273	SIO-Maud	unknown	-7.422e-07	g	TC04-15-03F:LP-HYS	-1.510e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	165	u		TC04-15-03	273	SIO-Maud	unknown	-7.455e-07	g	TC04-15-03F:LP-HYS	-1.551e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	166	u		TC04-15-03	273	SIO-Maud	unknown	-7.485e-07	g	TC04-15-03F:LP-HYS	-1.591e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	167	u		TC04-15-03	273	SIO-Maud	unknown	-7.514e-07	g	TC04-15-03F:LP-HYS	-1.631e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	168	u		TC04-15-03	273	SIO-Maud	unknown	-7.541e-07	g	TC04-15-03F:LP-HYS	-1.671e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	169	u		TC04-15-03	273	SIO-Maud	unknown	-7.566e-07	g	TC04-15-03F:LP-HYS	-1.711e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	170	u		TC04-15-03	273	SIO-Maud	unknown	-7.590e-07	g	TC04-15-03F:LP-HYS	-1.751e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	171	u		TC04-15-03	273	SIO-Maud	unknown	-7.612e-07	g	TC04-15-03F:LP-HYS	-1.791e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	172	u		TC04-15-03	273	SIO-Maud	unknown	-7.634e-07	g	TC04-15-03F:LP-HYS	-1.831e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	173	u		TC04-15-03	273	SIO-Maud	unknown	-7.654e-07	g	TC04-15-03F:LP-HYS	-1.871e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	174	u		TC04-15-03	273	SIO-Maud	unknown	-7.673e-07	g	TC04-15-03F:LP-HYS	-1.911e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	175	u		TC04-15-03	273	SIO-Maud	unknown	-7.691e-07	g	TC04-15-03F:LP-HYS	-1.950e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	176	u		TC04-15-03	273	SIO-Maud	unknown	-7.709e-07	g	TC04-15-03F:LP-HYS	-1.990e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	177	u		TC04-15-03	273	SIO-Maud	unknown	-7.724e-07	g	TC04-15-03F:LP-HYS	-2.030e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	178	u		TC04-15-03	273	SIO-Maud	unknown	-7.740e-07	g	TC04-15-03F:LP-HYS	-2.071e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	179	u		TC04-15-03	273	SIO-Maud	unknown	-7.755e-07	g	TC04-15-03F:LP-HYS	-2.111e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	180	u		TC04-15-03	273	SIO-Maud	unknown	-7.767e-07	g	TC04-15-03F:LP-HYS	-2.151e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	181	u		TC04-15-03	273	SIO-Maud	unknown	-7.781e-07	g	TC04-15-03F:LP-HYS	-2.191e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	182	u		TC04-15-03	273	SIO-Maud	unknown	-7.794e-07	g	TC04-15-03F:LP-HYS	-2.231e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	183	u		TC04-15-03	273	SIO-Maud	unknown	-7.806e-07	g	TC04-15-03F:LP-HYS	-2.271e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	184	u		TC04-15-03	273	SIO-Maud	unknown	-7.817e-07	g	TC04-15-03F:LP-HYS	-2.311e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	185	u		TC04-15-03	273	SIO-Maud	unknown	-7.829e-07	g	TC04-15-03F:LP-HYS	-2.351e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	186	u		TC04-15-03	273	SIO-Maud	unknown	-7.839e-07	g	TC04-15-03F:LP-HYS	-2.391e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	187	u		TC04-15-03	273	SIO-Maud	unknown	-7.849e-07	g	TC04-15-03F:LP-HYS	-2.431e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	188	u		TC04-15-03	273	SIO-Maud	unknown	-7.859e-07	g	TC04-15-03F:LP-HYS	-2.471e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	189	u		TC04-15-03	273	SIO-Maud	unknown	-7.868e-07	g	TC04-15-03F:LP-HYS	-2.511e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	190	u		TC04-15-03	273	SIO-Maud	unknown	-7.877e-07	g	TC04-15-03F:LP-HYS	-2.551e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	191	u		TC04-15-03	273	SIO-Maud	unknown	-7.886e-07	g	TC04-15-03F:LP-HYS	-2.591e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	192	u		TC04-15-03	273	SIO-Maud	unknown	-7.894e-07	g	TC04-15-03F:LP-HYS	-2.631e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	193	u		TC04-15-03	273	SIO-Maud	unknown	-7.902e-07	g	TC04-15-03F:LP-HYS	-2.671e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	194	u		TC04-15-03	273	SIO-Maud	unknown	-7.910e-07	g	TC04-15-03F:LP-HYS	-2.711e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	195	u		TC04-15-03	273	SIO-Maud	unknown	-7.916e-07	g	TC04-15-03F:LP-HYS	-2.751e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	196	u		TC04-15-03	273	SIO-Maud	unknown	-7.923e-07	g	TC04-15-03F:LP-HYS	-2.791e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	197	u		TC04-15-03	273	SIO-Maud	unknown	-7.930e-07	g	TC04-15-03F:LP-HYS	-2.831e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	198	u		TC04-15-03	273	SIO-Maud	unknown	-7.937e-07	g	TC04-15-03F:LP-HYS	-2.871e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	199	u		TC04-15-03	273	SIO-Maud	unknown	-7.943e-07	g	TC04-15-03F:LP-HYS	-2.911e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	200	u		TC04-15-03	273	SIO-Maud	unknown	-7.948e-07	g	TC04-15-03F:LP-HYS	-2.951e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	201	u		TC04-15-03	273	SIO-Maud	unknown	-7.954e-07	g	TC04-15-03F:LP-HYS	-2.991e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	202	u		TC04-15-03	273	SIO-Maud	unknown	-7.959e-07	g	TC04-15-03F:LP-HYS	-3.031e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	203	u		TC04-15-03	273	SIO-Maud	unknown	-7.965e-07	g	TC04-15-03F:LP-HYS	-3.071e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	204	u		TC04-15-03	273	SIO-Maud	unknown	-7.969e-07	g	TC04-15-03F:LP-HYS	-3.111e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	205	u		TC04-15-03	273	SIO-Maud	unknown	-7.974e-07	g	TC04-15-03F:LP-HYS	-3.151e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	206	u		TC04-15-03	273	SIO-Maud	unknown	-7.980e-07	g	TC04-15-03F:LP-HYS	-3.191e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	207	u		TC04-15-03	273	SIO-Maud	unknown	-7.984e-07	g	TC04-15-03F:LP-HYS	-3.231e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	208	u		TC04-15-03	273	SIO-Maud	unknown	-7.989e-07	g	TC04-15-03F:LP-HYS	-3.271e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	209	u		TC04-15-03	273	SIO-Maud	unknown	-7.992e-07	g	TC04-15-03F:LP-HYS	-3.311e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	210	u		TC04-15-03	273	SIO-Maud	unknown	-7.997e-07	g	TC04-15-03F:LP-HYS	-3.351e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	211	u		TC04-15-03	273	SIO-Maud	unknown	-8.001e-07	g	TC04-15-03F:LP-HYS	-3.391e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	212	u		TC04-15-03	273	SIO-Maud	unknown	-8.004e-07	g	TC04-15-03F:LP-HYS	-3.431e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	213	u		TC04-15-03	273	SIO-Maud	unknown	-8.007e-07	g	TC04-15-03F:LP-HYS	-3.471e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	214	u		TC04-15-03	273	SIO-Maud	unknown	-8.010e-07	g	TC04-15-03F:LP-HYS	-3.511e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	215	u		TC04-15-03	273	SIO-Maud	unknown	-8.013e-07	g	TC04-15-03F:LP-HYS	-3.551e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	216	u		TC04-15-03	273	SIO-Maud	unknown	-8.016e-07	g	TC04-15-03F:LP-HYS	-3.591e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	217	u		TC04-15-03	273	SIO-Maud	unknown	-8.020e-07	g	TC04-15-03F:LP-HYS	-3.631e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	218	u		TC04-15-03	273	SIO-Maud	unknown	-8.024e-07	g	TC04-15-03F:LP-HYS	-3.671e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	219	u		TC04-15-03	273	SIO-Maud	unknown	-8.025e-07	g	TC04-15-03F:LP-HYS	-3.711e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	220	u		TC04-15-03	273	SIO-Maud	unknown	-8.029e-07	g	TC04-15-03F:LP-HYS	-3.751e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	221	u		TC04-15-03	273	SIO-Maud	unknown	-8.033e-07	g	TC04-15-03F:LP-HYS	-3.791e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	222	u		TC04-15-03	273	SIO-Maud	unknown	-8.034e-07	g	TC04-15-03F:LP-HYS	-3.831e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	223	u		TC04-15-03	273	SIO-Maud	unknown	-8.035e-07	g	TC04-15-03F:LP-HYS	-3.871e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	224	u		TC04-15-03	273	SIO-Maud	unknown	-8.038e-07	g	TC04-15-03F:LP-HYS	-3.911e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	225	u		TC04-15-03	273	SIO-Maud	unknown	-8.040e-07	g	TC04-15-03F:LP-HYS	-3.951e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	226	u		TC04-15-03	273	SIO-Maud	unknown	-8.044e-07	g	TC04-15-03F:LP-HYS	-3.990e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	227	u		TC04-15-03	273	SIO-Maud	unknown	-8.046e-07	g	TC04-15-03F:LP-HYS	-4.030e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	228	u		TC04-15-03	273	SIO-Maud	unknown	-8.047e-07	g	TC04-15-03F:LP-HYS	-4.070e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	229	u		TC04-15-03	273	SIO-Maud	unknown	-8.050e-07	g	TC04-15-03F:LP-HYS	-4.111e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	230	u		TC04-15-03	273	SIO-Maud	unknown	-8.051e-07	g	TC04-15-03F:LP-HYS	-4.151e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	231	u		TC04-15-03	273	SIO-Maud	unknown	-8.055e-07	g	TC04-15-03F:LP-HYS	-4.191e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	232	u		TC04-15-03	273	SIO-Maud	unknown	-8.056e-07	g	TC04-15-03F:LP-HYS	-4.231e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	233	u		TC04-15-03	273	SIO-Maud	unknown	-8.057e-07	g	TC04-15-03F:LP-HYS	-4.271e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	234	u		TC04-15-03	273	SIO-Maud	unknown	-8.060e-07	g	TC04-15-03F:LP-HYS	-4.311e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	235	u		TC04-15-03	273	SIO-Maud	unknown	-8.061e-07	g	TC04-15-03F:LP-HYS	-4.351e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	236	u		TC04-15-03	273	SIO-Maud	unknown	-8.062e-07	g	TC04-15-03F:LP-HYS	-4.391e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	237	u		TC04-15-03	273	SIO-Maud	unknown	-8.063e-07	g	TC04-15-03F:LP-HYS	-4.431e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	238	u		TC04-15-03	273	SIO-Maud	unknown	-8.063e-07	g	TC04-15-03F:LP-HYS	-4.470e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	239	u		TC04-15-03	273	SIO-Maud	unknown	-8.064e-07	g	TC04-15-03F:LP-HYS	-4.510e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	240	u		TC04-15-03	273	SIO-Maud	unknown	-8.066e-07	g	TC04-15-03F:LP-HYS	-4.551e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	241	u		TC04-15-03	273	SIO-Maud	unknown	-8.067e-07	g	TC04-15-03F:LP-HYS	-4.590e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	242	u		TC04-15-03	273	SIO-Maud	unknown	-8.067e-07	g	TC04-15-03F:LP-HYS	-4.631e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	243	u		TC04-15-03	273	SIO-Maud	unknown	-8.070e-07	g	TC04-15-03F:LP-HYS	-4.671e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	244	u		TC04-15-03	273	SIO-Maud	unknown	-8.072e-07	g	TC04-15-03F:LP-HYS	-4.711e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	245	u		TC04-15-03	273	SIO-Maud	unknown	-8.071e-07	g	TC04-15-03F:LP-HYS	-4.751e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	246	u		TC04-15-03	273	SIO-Maud	unknown	-8.072e-07	g	TC04-15-03F:LP-HYS	-4.791e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	247	u		TC04-15-03	273	SIO-Maud	unknown	-8.074e-07	g	TC04-15-03F:LP-HYS	-4.831e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	248	u		TC04-15-03	273	SIO-Maud	unknown	-8.077e-07	g	TC04-15-03F:LP-HYS	-4.871e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	249	u		TC04-15-03	273	SIO-Maud	unknown	-8.075e-07	g	TC04-15-03F:LP-HYS	-4.911e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	250	u		TC04-15-03	273	SIO-Maud	unknown	-8.077e-07	g	TC04-15-03F:LP-HYS	-4.951e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	251	u		TC04-15-03	273	SIO-Maud	unknown	-8.077e-07	g	TC04-15-03F:LP-HYS	-5.000e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	252	u		TC04-15-03	273	SIO-Maud	unknown	-8.074e-07	g	TC04-15-03F:LP-HYS	-5.000e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	253	u		TC04-15-03	273	SIO-Maud	unknown	-8.075e-07	g	TC04-15-03F:LP-HYS	-4.971e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	254	u		TC04-15-03	273	SIO-Maud	unknown	-8.072e-07	g	TC04-15-03F:LP-HYS	-4.932e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	255	u		TC04-15-03	273	SIO-Maud	unknown	-8.072e-07	g	TC04-15-03F:LP-HYS	-4.891e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	256	u		TC04-15-03	273	SIO-Maud	unknown	-8.073e-07	g	TC04-15-03F:LP-HYS	-4.851e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	257	u		TC04-15-03	273	SIO-Maud	unknown	-8.072e-07	g	TC04-15-03F:LP-HYS	-4.811e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	258	u		TC04-15-03	273	SIO-Maud	unknown	-8.070e-07	g	TC04-15-03F:LP-HYS	-4.771e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	259	u		TC04-15-03	273	SIO-Maud	unknown	-8.070e-07	g	TC04-15-03F:LP-HYS	-4.731e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	260	u		TC04-15-03	273	SIO-Maud	unknown	-8.070e-07	g	TC04-15-03F:LP-HYS	-4.691e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	261	u		TC04-15-03	273	SIO-Maud	unknown	-8.068e-07	g	TC04-15-03F:LP-HYS	-4.651e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	262	u		TC04-15-03	273	SIO-Maud	unknown	-8.067e-07	g	TC04-15-03F:LP-HYS	-4.611e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	263	u		TC04-15-03	273	SIO-Maud	unknown	-8.066e-07	g	TC04-15-03F:LP-HYS	-4.571e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	264	u		TC04-15-03	273	SIO-Maud	unknown	-8.065e-07	g	TC04-15-03F:LP-HYS	-4.531e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	265	u		TC04-15-03	273	SIO-Maud	unknown	-8.064e-07	g	TC04-15-03F:LP-HYS	-4.491e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	266	u		TC04-15-03	273	SIO-Maud	unknown	-8.063e-07	g	TC04-15-03F:LP-HYS	-4.451e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	267	u		TC04-15-03	273	SIO-Maud	unknown	-8.061e-07	g	TC04-15-03F:LP-HYS	-4.411e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	268	u		TC04-15-03	273	SIO-Maud	unknown	-8.058e-07	g	TC04-15-03F:LP-HYS	-4.371e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	269	u		TC04-15-03	273	SIO-Maud	unknown	-8.058e-07	g	TC04-15-03F:LP-HYS	-4.331e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	270	u		TC04-15-03	273	SIO-Maud	unknown	-8.055e-07	g	TC04-15-03F:LP-HYS	-4.291e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	271	u		TC04-15-03	273	SIO-Maud	unknown	-8.054e-07	g	TC04-15-03F:LP-HYS	-4.251e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	272	u		TC04-15-03	273	SIO-Maud	unknown	-8.052e-07	g	TC04-15-03F:LP-HYS	-4.211e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	273	u		TC04-15-03	273	SIO-Maud	unknown	-8.052e-07	g	TC04-15-03F:LP-HYS	-4.171e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	274	u		TC04-15-03	273	SIO-Maud	unknown	-8.049e-07	g	TC04-15-03F:LP-HYS	-4.131e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	275	u		TC04-15-03	273	SIO-Maud	unknown	-8.047e-07	g	TC04-15-03F:LP-HYS	-4.090e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	276	u		TC04-15-03	273	SIO-Maud	unknown	-8.046e-07	g	TC04-15-03F:LP-HYS	-4.050e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	277	u		TC04-15-03	273	SIO-Maud	unknown	-8.043e-07	g	TC04-15-03F:LP-HYS	-4.010e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	278	u		TC04-15-03	273	SIO-Maud	unknown	-8.039e-07	g	TC04-15-03F:LP-HYS	-3.970e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	279	u		TC04-15-03	273	SIO-Maud	unknown	-8.037e-07	g	TC04-15-03F:LP-HYS	-3.930e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	280	u		TC04-15-03	273	SIO-Maud	unknown	-8.035e-07	g	TC04-15-03F:LP-HYS	-3.890e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	281	u		TC04-15-03	273	SIO-Maud	unknown	-8.032e-07	g	TC04-15-03F:LP-HYS	-3.850e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	282	u		TC04-15-03	273	SIO-Maud	unknown	-8.030e-07	g	TC04-15-03F:LP-HYS	-3.810e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	283	u		TC04-15-03	273	SIO-Maud	unknown	-8.027e-07	g	TC04-15-03F:LP-HYS	-3.770e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	284	u		TC04-15-03	273	SIO-Maud	unknown	-8.025e-07	g	TC04-15-03F:LP-HYS	-3.730e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	285	u		TC04-15-03	273	SIO-Maud	unknown	-8.022e-07	g	TC04-15-03F:LP-HYS	-3.690e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	286	u		TC04-15-03	273	SIO-Maud	unknown	-8.019e-07	g	TC04-15-03F:LP-HYS	-3.650e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	287	u		TC04-15-03	273	SIO-Maud	unknown	-8.016e-07	g	TC04-15-03F:LP-HYS	-3.610e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	288	u		TC04-15-03	273	SIO-Maud	unknown	-8.015e-07	g	TC04-15-03F:LP-HYS	-3.570e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	289	u		TC04-15-03	273	SIO-Maud	unknown	-8.010e-07	g	TC04-15-03F:LP-HYS	-3.530e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	290	u		TC04-15-03	273	SIO-Maud	unknown	-8.008e-07	g	TC04-15-03F:LP-HYS	-3.490e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	291	u		TC04-15-03	273	SIO-Maud	unknown	-8.004e-07	g	TC04-15-03F:LP-HYS	-3.450e-01	TC04-15-03F		LP-HYS	
273	This study	pmagpy-1.51b	292	u		TC04-15-03	273	SIO-Maud	unknown	-8.000e-07	g	TC04-15-03F:LP-HYS	-3.410e-01	TC04-15-03F		LP-HYS	
