20.245	300.920
21.371	301.534
22.086	299.693
22.980	301.526
27.607	297.853
28.528	297.990
29.448	296.609
32.209	292.945
33.268	291.295
41.437	287.423
48.456	284.339
54.313	278.395
69.018	273.102
76.064	270.859
84.663	267.178
94.785	263.492
100.620	258.798
110.429	254.294
115.031	251.354
117.178	251.220
122.393	251.227
132.061	246.447
142.638	243.865
152.761	240.184
161.043	236.503
172.097	234.049
181.288	230.368
188.650	229.141
196.933	226.687
207.975	223.006
214.417	220.552
223.620	216.871
230.061	214.417
239.264	211.963
247.080	209.382
257.615	205.828
265.951	203.374
274.233	202.147
287.117	200.920
294.587	199.693
