2.988	0.321
2.988	0.289
3.033	0.268
7.501	0.230
7.613	0.210
7.612	0.189
3.368	0.193
12.524	0.163
12.712	0.149
17.454	0.148
17.716	0.134
19.106	0.136
22.222	0.142
22.219	0.133
22.552	0.122
27.443	0.120
27.855	0.110
27.848	0.099
27.844	0.092
34.928	0.100
39.399	0.086
34.910	0.079
65.821	0.080
47.927	0.073
47.923	0.071
62.859	0.057
64.780	0.054
87.602	0.050
86.275	0.047
122.116	0.050
197.948	0.047
194.785	0.030
122.029	0.036
47.948	0.090
87.673	0.073
108.314	0.074
124.063	0.069
175.568	0.068
198.077	0.063
