0.151	1661.004
0.135	1662.548
0.144	1665.637
0.151	1667.182
0.166	1669.498
0.144	1672.587
0.126	1674.903
0.147	1676.448
0.151	1679.537
0.155	1680.309
0.154	1682.625
0.150	1685.714
0.154	1688.031
0.154	1691.120
0.146	1691.892
0.138	1694.981
0.146	1697.297
0.150	1698.842
0.147	1701.158
0.136	1703.475
0.144	1705.792
0.135	1708.108
0.142	1709.652
0.142	1711.969
0.136	1714.286
0.136	1715.830
0.138	1718.919
0.136	1721.235
0.139	1723.552
0.144	1725.869
0.140	1727.413
0.146	1728.958
0.142	1731.274
0.138	1732.818
0.134	1734.363
0.134	1736.680
0.136	1738.224
0.136	1740.541
0.138	1742.085
0.139	1744.402
0.138	1746.718
0.144	1749.035
0.136	1751.351
0.136	1752.896
0.136	1755.212
0.140	1756.757
0.138	1758.301
0.135	1759.073
0.138	1761.390
