Sample Box No.	Depth (meters)	MS vol-SI (low freq.)	FD of MS %	NRM A/m	ARM A/m	IRM 1.2T A/m	IRM -0.3T A/m	HIRM A/m	S	Comments
875	11.89	8.22E-04	7.43	1.20E-02	3.40E-01	9.78E+00	-7.13E+00	1.33E+00	0.73
877	11.94	7.36E-04	7.93	1.42E-02	2.58E-01	9.60E+00	-7.03E+00	1.29E+00	0.73	
879	11.99	3.05E-04	7.01	4.63E-03	1.11E-01	4.15E+00	-2.80E+00	6.76E-01	0.67	
881	12.04	2.64E-04	5.97	4.66E-03	9.70E-02	3.60E+00	-2.50E+00	5.51E-01	0.69	
883	12.08	1.08E-03	7.82	1.38E-02	4.95E-01	1.12E+01	-9.00E+00	1.10E+00	0.8	
885	12.13	3.61E-04	7.08	8.53E-03	1.82E-01	4.71E+00	-3.67E+00	5.19E-01	0.78	
887	12.19	1.45E-04	6.02	3.09E-03	6.88E-02	2.24E+00	-1.54E+00	3.50E-01	0.69	
864	12.23	4.94E-03	6.14	1.58E-01	1.62E+00	2.67E+02	-2.24E+02	2.14E+01	0.84	Black tephra
866	12.3	4.84E-04	8.58	1.19E-02	1.68E-01	6.28E+00	-4.16E+00	1.06E+00	0.66	
868	12.35	9.01E-04	8.37	1.95E-02	3.07E-01	8.00E+00	-6.18E+00	9.13E-01	0.77	
870	12.4	5.81E-04	8.3	1.14E-02	1.82E-01	5.95E+00	-4.10E+00	9.26E-01	0.69	
872	12.45	6.56E-04	8.37	1.08E-02	2.97E-01	6.68E+00	-5.20E+00	7.38E-01	0.78	
874	12.5	5.99E-04	7.24	2.05E-02	2.16E-01	8.83E+00	-6.75E+00	1.04E+00	0.76	Tephra
876	12.56	3.53E-04	7.33	7.78E-03	1.35E-01	4.38E+00	-2.98E+00	6.99E-01	0.68	
878	12.61	4.68E-04	7.65	1.45E-02	2.03E-01	5.30E+00	-4.01E+00	6.45E-01	0.76	
880	12.66	3.23E-04	7	9.34E-03	1.90E-01	4.24E+00	-3.18E+00	5.34E-01	0.75	
882	12.73	2.83E-04	6.61	3.97E-03	1.19E-01	3.38E+00	-2.43E+00	4.74E-01	0.72	
884	12.78	1.13E-03	6.96	2.61E-02	6.25E-01	1.18E+01	-9.98E+00	9.12E-01	0.85	
886	12.84	1.58E-03	6.25	2.08E-02	9.30E-01	1.69E+01	-1.47E+01	1.09E+00	0.87	
888	12.89	2.25E-03	5.81	5.78E-02	1.52E+00	2.55E+01	-2.37E+01	9.00E-01	0.93	
889	12.94	1.94E-03	5.88	5.25E-02	1.26E+00	2.13E+01	-1.92E+01	1.04E+00	0.9	
Slug 12/B										
890	13.02	1.12E-03	6.72	2.85E-02	6.38E-01	1.17E+01	-9.98E+00	8.63E-01	0.85	
893	13.07	2.51E-03	5.78	5.44E-02	1.66E+00	3.11E+01	-2.83E+01	1.38E+00	0.91	
895	13.12	1.71E-03	5.8	5.19E-02	1.29E+00	2.09E+01	-1.90E+01	9.37E-01	0.91	
897	13.18	1.52E-03	6.36	5.22E-02	9.98E-01	1.86E+01	-1.64E+01	1.10E+00	0.88	
899	13.23	1.29E-03	6.15	3.91E-02	8.73E-01	1.62E+01	-1.40E+01	1.08E+00	0.87	
901	13.27	1.69E-03	6.52	3.69E-02	8.88E-01	1.82E+01	-1.55E+01	1.35E+00	0.85	
903	13.32	1.64E-03	6.23	5.59E-02	1.04E+00	1.94E+01	-1.68E+01	1.29E+00	0.87	
905	13.37	1.34E-03	7.17	4.63E-02	7.78E-01	1.79E+01	-1.47E+01	1.63E+00	0.82	
907	13.42	1.32E-03	7.35	5.16E-02	7.43E-01	1.82E+01	-1.43E+01	1.94E+00	0.79	
909	13.56	1.66E-03	7.58	3.03E-02	9.53E-01	2.61E+01	-2.04E+01	2.85E+00	0.78	"Disturbed, Tephra (?)"
891	13.72	1.36E-03	6.91	4.38E-02	6.35E-01	1.45E+01	-1.21E+01	1.23E+00	0.83	
892	13.77	7.52E-04	6.73	1.86E-02	4.38E-01	9.38E+00	-7.78E+00	8.00E-01	0.83
894	13.82	9.67E-04	7.05	3.06E-02	4.36E-01	1.11E+01	-9.05E+00	1.01E+00	0.82
896	13.87	1.60E-03	7.03	3.22E-02	8.43E-01	1.74E+01	-1.49E+01	1.26E+00	0.85
