0. -0.214632 0.214632 0.429264	   10.0000 -2.457702E-02
10. -0.039518 0.365169 0.404687	   20.0000 -4.542199E-02
20. 0.106193 0.465458 0.359265	   30.0000 -5.205300E-02
30. 0.217931 0.525143 0.307212	   40.0000 -3.311700E-02
40. 0.295126 0.569221 0.274095	   50.0000 -1.796600E-02
50. 0.354618 0.610747 0.256129	   60.0000 -2.030399E-02
60. 0.414886 0.650711 0.235825	   70.0000 -2.256900E-02
70. 0.471253 0.684509 0.213256	   80.0000 -1.435800E-02
80. 0.513463 0.712361 0.198898	   90.0000 -7.449999E-03
90. 0.544036 0.735484 0.191448	   100.000 -4.279003E-03
100. 0.567555 0.754724 0.187169	   110.000 -4.356995E-03
110. 0.588 0.770812 0.182812	   120.000 -4.760012E-03
120. 0.606444 0.784496 0.178052	   130.000 -4.585996E-03
130. 0.623091 0.796557 0.173466	   140.000 -3.831998E-03
140. 0.638146 0.80778 0.169634	   150.000 -2.552003E-03
150. 0.651812 0.818894 0.167082	   160.000 -1.580998E-03
160. 0.664294 0.829795 0.165501	   170.000 -1.556993E-03
170. 0.675796 0.83974 0.163944	   180.000 -2.477005E-03
180. 0.686522 0.847989 0.161467	   190.000 -3.691003E-03
190. 0.696644 0.85442 0.157776	   200.000 -4.388005E-03
200. 0.706223 0.859611 0.153388	   210.000 -4.501000E-03
210. 0.715291 0.864178 0.148887	   220.000 -4.032999E-03
220. 0.723885 0.868739 0.144854	   230.000 -3.046989E-03
230. 0.732037 0.873844 0.141807	   240.000 -2.142012E-03
240. 0.739782 0.879447 0.139665	   250.000 -1.635998E-03
250. 0.747156 0.885185 0.138029	   260.000 -1.525998E-03
260. 0.754191 0.890694 0.136503	   270.000 -1.817003E-03
270. 0.760923 0.895609 0.134686	   280.000 -2.395988E-03
280. 0.767385 0.899675 0.13229	   290.000 -2.842009E-03
290. 0.773594 0.903042 0.129448	   300.000 -3.050998E-03
300. 0.779557 0.905954 0.126397	   310.000 -3.023997E-03
310. 0.78528 0.908653 0.123373	   320.000 -2.760001E-03
320. 0.790769 0.911382 0.120613	   330.000 -2.289005E-03
330. 0.79603 0.914354 0.118324	   340.000 -1.808994E-03
340. 0.801069 0.917584 0.116515	   350.000 -1.405001E-03
350. 0.805892 0.921002 0.11511	   360.000 -1.078002E-03
360. 0.810504 0.924536 0.114032	   370.000 -8.300021E-04
370. 0.814913 0.928115 0.113202	   380.000 -6.549954E-04
380. 0.819123 0.93167 0.112547	   390.000 -5.329996E-04
390. 0.823142 0.935156 0.112014	   400.000 -4.510060E-04
400. 0.826982 0.938545 0.111563	   410.000 -4.149973E-04
410. 0.830664 0.941812 0.111148	   420.000 -4.229993E-04
420. 0.834205 0.94493 0.110725	   430.000 -4.789978E-04
430. 0.837625 0.947871 0.110246	   440.000 -5.970001E-04
440. 0.840943 0.950592 0.109649	   450.000 -7.790029E-04
450. 0.844177 0.953047 0.10887	   460.000 -1.027003E-03
460. 0.847346 0.955189 0.107843	   470.000 -1.341000E-03
470. 0.85047 0.956972 0.106502	   480.000 -1.707993E-03
480. 0.853566 0.95836 0.104794	   490.000 -2.015002E-03
490. 0.856655 0.959434 0.102779	   500.000 -2.181999E-03
500. 0.859754 0.960351 0.100597	   510.000 -2.211004E-03
510. 0.862883 0.961269 0.098386	   520.000 -2.096996E-03
520. 0.866059 0.962348 0.096289	   530.000 -1.832001E-03
530. 0.869284 0.963741 0.094457	   540.000 -1.506999E-03
540. 0.872541 0.965491 0.09295	   550.000 -1.248002E-03
550. 0.875817 0.967519 0.091702	   560.000 -1.060002E-03
560. 0.879097 0.969739 0.090642	   570.000 -9.449944E-04
570. 0.882366 0.972063 0.089697	   580.000 -9.010062E-04
580. 0.885609 0.974405 0.088796	   590.000 -9.230003E-04
590. 0.888812 0.976685 0.087873	   600.000 -9.609982E-04
600. 0.89196 0.978872 0.086912	   610.000 -9.860024E-04
610. 0.895039 0.980965 0.085926	   620.000 -9.969994E-04
620. 0.898033 0.982962 0.084929	   630.000 -9.939969E-04
630. 0.900927 0.984862 0.083935	   640.000 -9.799972E-04
640. 0.903708 0.986663 0.082955	   650.000 -9.520054E-04
650. 0.906361 0.988364 0.082003	   660.000 -9.079948E-04
660. 0.90887 0.989965 0.081095	   670.000 -8.670017E-04
670. 0.911234 0.991462 0.080228	   680.000 -8.329973E-04
680. 0.91346 0.992855 0.079395	   690.000 -8.110031E-04
690. 0.915559 0.994143 0.078584	   700.000 -7.999986E-04
700. 0.91754 0.995324 0.077784	   710.000 -7.990003E-04
710. 0.919412 0.996397 0.076985	   720.000 -8.089989E-04
720. 0.921185 0.997361 0.076176	   730.000 -8.300021E-04
730. 0.922868 0.998214 0.075346	   740.000 -8.630008E-04
740. 0.924471 0.998954 0.074483	   750.000 -9.040013E-04
750. 0.926002 0.999581 0.073579	   760.000 -1.530997E-03
760. 0.927472 0.99952 0.072048	   770.000 -1.175001E-03
770. 0.92889 0.999763 0.070873	   780.000 -1.235999E-03
780. 0.930265 0.999902 0.069637	   790.000 -1.272999E-03
790. 0.931607 0.999971 0.068364	   800.000 -1.289003E-03
800. 0.932925 1 0.067075	   810.000 -1.283996E-03
810. 0.934229 1.00002 0.065791	   820.000 -1.288004E-03
820. 0.935527 1.00003 0.064503	   830.000 -1.303002E-03
830. 0.93683 1.00003 0.0632	   840.000 -1.315996E-03
840. 0.938146 1.00003 0.061884	   850.000 -1.332000E-03
850. 0.939478 1.00003 0.060552	   860.000 -1.346000E-03
860. 0.940824 1.00003 0.059206	   870.000 -1.368001E-03
870. 0.942182 1.00002 0.057838	   880.000 -1.380999E-03
880. 0.943553 1.00001 0.056457	   890.000 -1.381002E-03
890. 0.944934 1.00001 0.055076	   900.000 -1.401000E-03
900. 0.946325 1 0.053675	   910.000 -1.405001E-03
910. 0.947725 0.999995 0.05227	   920.000 -1.410000E-03
920. 0.949132 0.999992 0.05086	   930.000 -1.414999E-03
930. 0.950545 0.99999 0.049445	   940.000 -1.417998E-03
940. 0.951963 0.99999 0.048027	   950.000 -1.422003E-03
950. 0.953385 0.99999 0.046605	   960.000 -1.424000E-03
960. 0.95481 0.999991 0.045181	   970.000 -1.424998E-03
970. 0.956237 0.999993 0.043756	   980.000 -1.425002E-03
980. 0.957664 0.999995 0.042331	   990.000 -1.424000E-03
990. 0.959091 0.999998 0.040907	   1000.00 -1.421999E-03
1000. 0.960515 1 0.039485	   1010.00 -1.421999E-03
1010. 0.961937 1 0.038063	   1020.00 -1.418002E-03
1020. 0.963355 1 0.036645	   1030.00 -1.403000E-03
1030. 0.964768 1.00001 0.035242	   1040.00 -1.405999E-03
1040. 0.966174 1.00001 0.033836	   1050.00 -1.398001E-03
1050. 0.967572 1.00001 0.032438	   1060.00 -1.389999E-03
1060. 0.968962 1.00001 0.031048	   1070.00 -1.381001E-03
1070. 0.970343 1.00001 0.029667	   1080.00 -1.368999E-03
1080. 0.971712 1.00001 0.028298	   1090.00 -1.357000E-03
1090. 0.973069 1.00001 0.026941	   1100.00 -1.344999E-03
1100. 0.974414 1.00001 0.025596	   1110.00 -1.329001E-03
1110. 0.975743 1.00001 0.024267	   1120.00 -1.315000E-03
1120. 0.977058 1.00001 0.022952	   1130.00 -1.296999E-03
1130. 0.978355 1.00001 0.021655	   1140.00 -1.280000E-03
1140. 0.979635 1.00001 0.020375	   1150.00 -1.260001E-03
1150. 0.980895 1.00001 0.019115	   1160.00 -1.238000E-03
1160. 0.982133 1.00001 0.017877	   1170.00 -1.213999E-03
1170. 0.983347 1.00001 0.016663	   1180.00 -1.190000E-03
1180. 0.984537 1.00001 0.015473	   1190.00 -1.162000E-03
1190. 0.985699 1.00001 0.014311	   1200.00 -1.134000E-03
1200. 0.986833 1.00001 0.013177	   1210.00 -1.104000E-03
1210. 0.987937 1.00001 0.012073	   1220.00 -1.072000E-03
1220. 0.989009 1.00001 0.011001	   1230.00 -1.037000E-03
1230. 0.990046 1.00001 0.009964	   1240.00 -1.002001E-03
1240. 0.991048 1.00001 0.008962	   1250.00 -9.650001E-04
1250. 0.992013 1.00001 0.007997	   1260.00 -9.249998E-04
1260. 0.992938 1.00001 0.007072	   1270.00 -8.850000E-04
1270. 0.993823 1.00001 0.006187	   1280.00 -8.419999E-04
1280. 0.994665 1.00001 0.005345	   1290.00 -8.069999E-04
1290. 0.995462 1 0.004538	   1300.00 -7.520001E-04
1300. 0.996214 1 0.003786	   1310.00 -7.030000E-04
1310. 0.996917 1 0.003083	   1320.00 -6.539999E-04
1320. 0.997571 1 0.002429	   1330.00 -6.030001E-04
1330. 0.998174 1 0.001826	   1340.00 -5.490001E-04
1340. 0.998723 1 0.001277	   1350.00 -4.949999E-04
1350. 0.999218 1 0.000782	   1360.00 -4.380000E-04
1360. 0.999656 1 0.000344	   1370.00 -3.840000E-04
1370. 1.00004 1 -4e-05	   1380.00 -3.200000E-04
1380. 1.00036 1 -0.00036	   1390.00 -2.600000E-04
1390. 1.00062 1 -0.00062	   1400.00 -2.010000E-04
1400. 1.00082 0.999999 -0.000821	   1410.00 -1.500000E-04
1410. 1.00097 0.999999 -0.000971	   1420.00 -9.000005E-05
1420. 1.00106 0.999999 -0.001061	   1430.00 -3.999996E-05
1430. 1.0011 0.999999 -0.001101	   1440.00  1.099997E-05
1440. 1.00109 1 -0.00109	   1450.00  5.999999E-05
1450. 1.00103 1 -0.00103	   1460.00  1.100000E-04
1460. 1.00092 1 -0.00092	   1470.00  1.600000E-04
1470. 1.00076 1 -0.00076	   1480.00  2.100000E-04
1480. 1.00055 1 -0.00055	   1490.00  2.500000E-04
1490. 1.0003 1 -0.0003	   1500.00  3.000000E-04
1500. 1 1 0	
